make_model,body_type,km,age,Gearing_Type,Fuel,hp_kW,price
Audi A1,Sedans,56013.0,3.0,Automatic,Diesel,66.0,15770
Audi A1,Sedans,80000.0,2.0,Automatic,Benzine,141.0,14500
Audi A1,Sedans,83450.0,3.0,Automatic,Diesel,85.0,14640
Audi A1,Sedans,73000.0,3.0,Automatic,Diesel,66.0,14500
Audi A1,Sedans,16200.0,3.0,Automatic,Diesel,66.0,16790
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Station wagon,62111.0,3.0,Automatic,Diesel,85.0,16422
Audi A1,Compact,14986.0,3.0,Automatic,Diesel,66.0,14480
Audi A1,Sedans,57000.0,3.0,Automatic,Diesel,85.0,16700
Audi A1,Sedans,16103.0,2.0,Automatic,Benzine,70.0,17990
Audi A1,Sedans,11300.0,1.0,Automatic,Diesel,85.0,18500
Audi A1,Sedans,26415.0,3.0,Automatic,Benzine,92.0,17990
Audi A1,Sedans,31600.0,3.0,Automatic,Benzine,92.0,18380
Audi A1,Sedans,45764.0,3.0,Automatic,Benzine,112.0,18399
Audi A1,Sedans,34914.0,3.0,Automatic,Benzine,70.0,17990
Audi A1,Sedans,27000.0,3.0,Automatic,Diesel,85.0,18700
Audi A1,Sedans,9752.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,28408.0,2.0,Automatic,Diesel,66.0,18500
Audi A1,Compact,50280.0,3.0,Automatic,Benzine,70.0,18400
Audi A1,Sedans,13406.0,1.0,Automatic,Diesel,85.0,18500
Audi A1,Sedans,51160.0,2.0,Automatic,Diesel,85.0,18500
Audi A1,Sedans,15850.0,3.0,Automatic,Benzine,92.0,18500
Audi A1,Sedans,17000.0,3.0,Automatic,Benzine,92.0,18900
Audi A1,Sedans,9077.0,1.0,Automatic,Diesel,85.0,18850
Audi A1,Sedans,3000.0,1.0,Automatic,Benzine,70.0,18500
Audi A1,Sedans,115000.0,3.0,Manual,Benzine,70.0,8999
Audi A1,Compact,84029.0,3.0,Manual,Benzine,70.0,11444
Audi A1,Sedans,67800.0,3.0,Manual,Benzine,70.0,11300
Audi A1,Sedans,14556.0,1.0,Automatic,Diesel,66.0,18900
Audi A1,Compact,22000.0,3.0,Manual,Benzine,70.0,11290
Audi A1,Compact,38400.0,3.0,Manual,Diesel,66.0,11290
Audi A1,Sedans,83307.0,3.0,Manual,Diesel,66.0,11440
Audi A1,Compact,39668.0,3.0,Manual,Benzine,70.0,11445
Audi A1,Sedans,30353.0,3.0,Manual,Diesel,66.0,11700
Audi A1,Sedans,126000.0,3.0,Manual,Diesel,66.0,11900
Audi A1,Compact,57500.0,3.0,Manual,Benzine,70.0,11949
Audi A1,Sedans,73945.0,3.0,Manual,Benzine,70.0,11890
Audi A1,Sedans,96000.0,2.0,Manual,Diesel,66.0,11600
Audi A1,Sedans,43120.0,3.0,Manual,Benzine,60.0,11900
Audi A1,Compact,110715.0,3.0,Manual,Diesel,66.0,11630
Audi A1,Compact,31971.0,3.0,Manual,Benzine,60.0,11880
Audi A1,Compact,94800.0,3.0,Manual,Diesel,66.0,11800
Audi A1,Compact,85000.0,3.0,Manual,Diesel,66.0,11850
Audi A1,Compact,111265.0,3.0,Manual,Diesel,66.0,11569
Audi A1,Sedans,44120.0,3.0,Manual,Diesel,66.0,11490
Audi A1,Sedans,97976.0,3.0,Manual,Benzine,70.0,11490
Audi A1,Sedans,106000.0,3.0,Manual,Diesel,66.0,11500
Audi A1,Sedans,60000.0,3.0,Manual,Diesel,85.0,11790
Audi A1,Compact,58000.0,3.0,Manual,Benzine,60.0,11490
Audi A1,Compact,57454.0,3.0,Manual,Benzine,60.0,11470
Audi A1,Compact,94055.0,3.0,Manual,Diesel,66.0,11480
Audi A1,Sedans,56000.0,3.0,Manual,Benzine,70.0,11180
Audi A1,Sedans,27600.0,3.0,Manual,Benzine,70.0,11450
Audi A1,Compact,111670.0,3.0,Manual,Diesel,85.0,11100
Audi A1,Compact,30500.0,3.0,Manual,Diesel,66.0,10900
Audi A1,Compact,69500.0,2.0,Manual,Benzine,70.0,10999
Audi A1,Compact,43500.0,3.0,Manual,Benzine,60.0,10900
Audi A1,Sedans,45696.0,3.0,Manual,Benzine,70.0,10950
Audi A1,Sedans,34000.0,3.0,Manual,Diesel,66.0,10800
Audi A1,Sedans,55000.0,3.0,Manual,Benzine,70.0,10600
Audi A1,Sedans,99000.0,3.0,Manual,Diesel,66.0,10800
Audi A1,Compact,118500.0,3.0,Manual,Benzine,70.0,9950
Audi A1,Sedans,85000.0,3.0,Manual,Benzine,70.0,10300
Audi A1,Sedans,192000.0,3.0,Manual,Diesel,85.0,10000
Audi A1,Compact,130000.0,3.0,Manual,Diesel,66.0,10490
Audi A1,Compact,41294.0,3.0,Automatic,Benzine,71.0,18900
Audi A1,Sedans,64000.0,2.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,13135.0,1.0,Automatic,Benzine,70.0,18900
Audi A1,Sedans,4250.0,2.0,Automatic,Benzine,70.0,18900
Audi A1,Sedans,2949.0,1.0,Automatic,Benzine,70.0,18890
Audi A1,Sedans,17861.0,2.0,Automatic,Benzine,71.0,18890
Audi A1,Compact,22800.0,2.0,Automatic,Benzine,92.0,18890
Audi A1,Sedans,5108.0,2.0,Automatic,Benzine,70.0,18880
Audi A1,Sedans,11335.0,1.0,Automatic,Benzine,70.0,18880
Audi A1,Compact,6396.0,1.0,Automatic,Benzine,70.0,18880
Audi A1,Compact,47800.0,3.0,Automatic,Diesel,85.0,18880
Audi A1,Compact,7021.0,1.0,Automatic,Benzine,70.0,18880
Audi A1,Compact,30952.0,3.0,Automatic,Benzine,92.0,18880
Audi A1,Sedans,33991.0,3.0,Automatic,Benzine,92.0,18880
Audi A1,Sedans,35800.0,2.0,Automatic,Diesel,66.0,18870
Audi A1,Sedans,7672.0,1.0,Automatic,Diesel,85.0,18850
Audi A1,Sedans,13406.0,1.0,Automatic,Diesel,85.0,18500
Audi A1,Compact,8430.0,1.0,Automatic,Benzine,70.0,18870
Audi A1,Compact,40488.0,3.0,Automatic,Diesel,85.0,18497
Audi A1,Compact,24200.0,2.0,Automatic,Diesel,66.0,18490
Audi A1,Compact,26500.0,2.0,Automatic,Diesel,66.0,18490
Audi A1,Compact,58806.0,3.0,Automatic,Benzine,71.0,18490
Audi A1,Sedans,39000.0,3.0,Automatic,Diesel,85.0,18500
Audi A1,Sedans,16700.0,2.0,Automatic,Benzine,92.0,18490
Audi A1,Sedans,41900.0,3.0,Automatic,Benzine,92.0,18490
Audi A1,Compact,15093.0,3.0,Automatic,Benzine,92.0,18480
Audi A1,Sedans,5211.0,1.0,Automatic,Diesel,66.0,18480
Audi A1,Compact,12000.0,1.0,Automatic,Benzine,70.0,18470
Audi A1,Compact,50066.0,3.0,Automatic,Benzine,92.0,18444
Audi A1,Compact,51484.0,2.0,Automatic,Benzine,71.0,18400
Audi A1,Sedans,14770.0,1.0,Automatic,Diesel,85.0,18400
Audi A1,Sedans,12415.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,26064.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,16500.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,9000.0,3.0,Automatic,Benzine,92.0,18900
Audi A1,Sedans,12402.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,14702.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,14523.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,9082.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,9580.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,10013.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,10450.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,14878.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,10273.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Compact,47500.0,3.0,Automatic,Benzine,71.0,18900
Audi A1,Sedans,9466.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Sedans,18971.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Compact,31877.0,1.0,Automatic,Benzine,70.0,18900
Audi A1,Sedans,9878.0,1.0,Automatic,Diesel,85.0,18900
Audi A1,Compact,17535.0,1.0,Automatic,Benzine,70.0,18900
Audi A1,Compact,76264.0,3.0,Automatic,Benzine,92.0,18850
Audi A1,Compact,6695.0,1.0,Automatic,Benzine,70.0,18850
Audi A1,Sedans,21275.0,3.0,Automatic,Benzine,92.0,18850
Audi A1,Sedans,12261.0,1.0,Automatic,Diesel,66.0,18850
Audi A1,Sedans,3620.0,1.0,Automatic,Benzine,70.0,18840
Audi A1,Sedans,8330.0,1.0,Automatic,Diesel,85.0,18800
Audi A1,Compact,20306.0,1.0,Automatic,Benzine,70.0,18750
Audi A1,Compact,1.0,0.0,Automatic,Benzine,85.0,18730
Audi A1,Sedans,27000.0,3.0,Automatic,Diesel,85.0,18700
Audi A1,Sedans,31750.0,3.0,Automatic,Benzine,92.0,18690
Audi A1,Sedans,19800.0,2.0,Automatic,Benzine,70.0,18600
Audi A1,Sedans,52000.0,3.0,Automatic,Diesel,85.0,18500
Audi A1,Sedans,15500.0,1.0,Automatic,Benzine,70.0,18500
Audi A1,Compact,25977.0,3.0,Automatic,Benzine,92.0,18620
Audi A1,Sedans,9000.0,2.0,Automatic,Benzine,70.0,18500
Audi A1,Sedans,65000.0,2.0,Automatic,Diesel,66.0,18500
Audi A1,Sedans,14493.0,1.0,Automatic,Diesel,85.0,18500
Audi A1,Sedans,33500.0,2.0,Automatic,Benzine,92.0,18500
Audi A1,Compact,4800.0,1.0,Automatic,Benzine,70.0,18333
Audi A1,Compact,51000.0,3.0,Automatic,Benzine,70.0,18350
Audi A1,Sedans,7307.0,2.0,Automatic,Benzine,70.0,18349
Audi A1,Compact,4800.0,1.0,Automatic,Benzine,70.0,18333
Audi A1,Compact,5500.0,1.0,Automatic,Benzine,70.0,18333
Audi A1,Sedans,35500.0,1.0,Automatic,Diesel,66.0,18300
Audi A1,Sedans,18000.0,2.0,Automatic,Benzine,92.0,18300
Audi A1,Sedans,40000.0,2.0,Automatic,Benzine,92.0,18290
Audi A1,Sedans,14551.0,1.0,Automatic,Diesel,85.0,18250
Audi A1,Sedans,16500.0,1.0,Automatic,Diesel,85.0,18200
Audi A1,Compact,26700.0,3.0,Automatic,Diesel,85.0,18185
Audi A1,Sedans,8000.0,2.0,Automatic,Benzine,70.0,18150
Audi A1,Compact,15000.0,1.0,Automatic,Diesel,85.0,18000
Audi A1,Compact,14436.0,2.0,Automatic,Benzine,92.0,17998
Audi A1,Compact,72624.0,3.0,Automatic,Benzine,92.0,17998
Audi A1,Sedans,13960.0,3.0,Automatic,Diesel,66.0,17990
Audi A1,Sedans,40301.0,3.0,Automatic,Benzine,92.0,17990
Audi A1,Sedans,19990.0,2.0,Automatic,Benzine,71.0,17990
Audi A1,Compact,3087.0,1.0,Automatic,Benzine,70.0,17990
Audi A1,Compact,37626.0,3.0,Automatic,Diesel,66.0,17989
Audi A1,Sedans,22980.0,2.0,Automatic,Benzine,70.0,17980
Audi A1,Compact,57926.0,3.0,Automatic,Diesel,66.0,17980
Audi A1,Compact,3900.0,2.0,Automatic,Benzine,92.0,17970
Audi A1,Sedans,7924.0,3.0,Automatic,Benzine,92.0,17980
Audi A1,Compact,6257.0,2.0,Automatic,Diesel,85.0,17970
Audi A1,Sedans,29800.0,3.0,Automatic,Diesel,85.0,17950
Audi A1,Compact,35816.0,3.0,Automatic,Benzine,70.0,17950
Audi A1,Sedans,12960.0,1.0,Automatic,Benzine,92.0,17950
Audi A1,Compact,8600.0,1.0,Automatic,Benzine,70.0,17950
Audi A1,Sedans,14300.0,2.0,Automatic,Diesel,70.0,17950
Audi A1,Sedans,9463.0,1.0,Automatic,Benzine,70.0,17944
Audi A1,Compact,20326.0,3.0,Automatic,Benzine,92.0,17940
Audi A1,Compact,70000.0,3.0,Automatic,Benzine,70.0,17950
Audi A1,Sedans,23664.0,1.0,Automatic,Diesel,66.0,17500
Audi A1,Sedans,51900.0,3.0,Automatic,Diesel,66.0,17500
Audi A1,Sedans,15000.0,2.0,Automatic,Benzine,70.0,17500
Audi A1,Sedans,33000.0,3.0,Automatic,Benzine,92.0,17500
Audi A1,Sedans,12000.0,3.0,Automatic,Diesel,66.0,17450
Audi A1,Sedans,42000.0,2.0,Automatic,Diesel,66.0,17500
Audi A1,Sedans,25976.0,2.0,Automatic,Diesel,85.0,17930
Audi A1,Sedans,26299.0,2.0,Automatic,Benzine,70.0,17500
Audi A1,Sedans,40000.0,2.0,Automatic,Benzine,70.0,17495
Audi A1,Sedans,36530.0,2.0,Automatic,Diesel,66.0,17490
Audi A1,Sedans,29159.0,2.0,Automatic,Diesel,67.0,17490
Audi A1,Sedans,55000.0,3.0,Automatic,Benzine,141.0,17490
Audi A1,Sedans,40133.0,3.0,Automatic,Benzine,70.0,17449
Audi A1,Compact,38562.0,2.0,Automatic,Benzine,92.0,17445
Audi A1,Compact,7300.0,1.0,Automatic,Benzine,70.0,17444
Audi A1,Station wagon,10457.0,2.0,Automatic,Benzine,92.0,17440
Audi A1,Compact,27058.0,3.0,Automatic,Benzine,70.0,17420
Audi A1,Compact,38344.0,3.0,Automatic,Benzine,70.0,17450
Audi A1,Sedans,45276.0,3.0,Automatic,Benzine,110.0,17445
Audi A1,Compact,16607.0,1.0,Automatic,Benzine,70.0,17370
Audi A1,Compact,26462.0,3.0,Automatic,Benzine,70.0,17350
Audi A1,Compact,62000.0,2.0,Automatic,Diesel,66.0,17900
Audi A1,Compact,40257.0,2.0,Automatic,Diesel,85.0,17930
Audi A1,Compact,36709.0,3.0,Automatic,Diesel,85.0,17920
Audi A1,Sedans,25330.0,2.0,Automatic,Benzine,70.0,17900
Audi A1,Compact,11300.0,3.0,Automatic,Diesel,66.0,17900
Audi A1,Compact,10170.0,1.0,Automatic,Benzine,70.0,17900
Audi A1,Sedans,12260.0,1.0,Automatic,Diesel,85.0,17900
Audi A1,Compact,44604.0,3.0,Automatic,Benzine,70.0,17900
Audi A1,Sedans,25751.0,2.0,Automatic,Benzine,71.0,17900
Audi A1,Sedans,13000.0,2.0,Automatic,Benzine,70.0,17900
Audi A1,Sedans,63136.0,3.0,Automatic,Benzine,70.0,17900
Audi A1,Sedans,21900.0,2.0,Automatic,Diesel,85.0,17900
Audi A1,Sedans,23357.0,3.0,Automatic,Benzine,70.0,17900
Audi A1,Compact,40000.0,3.0,Automatic,Benzine,110.0,17900
Audi A1,Sedans,63136.0,3.0,Automatic,Benzine,70.0,17900
Audi A1,Sedans,27950.0,3.0,Automatic,Benzine,92.0,17890
Audi A1,Sedans,3150.0,3.0,Automatic,Benzine,70.0,16900
Audi A1,Compact,4810.0,1.0,Automatic,Benzine,70.0,17900
Audi A1,Sedans,32700.0,2.0,Automatic,Diesel,66.0,16900
Audi A1,Compact,67790.0,3.0,Automatic,Diesel,66.0,16900
Audi A1,Sedans,63500.0,2.0,Automatic,Diesel,85.0,17890
Audi A1,Sedans,37702.0,2.0,Automatic,Benzine,93.0,17900
Audi A1,Sedans,40164.0,2.0,Automatic,Diesel,66.0,17900
Audi A1,Sedans,47750.0,3.0,Automatic,Benzine,71.0,16900
Audi A1,Compact,39600.0,3.0,Automatic,Benzine,92.0,16890
Audi A1,Sedans,29200.0,3.0,Automatic,Benzine,70.0,16890
Audi A1,Sedans,32103.0,3.0,Automatic,Benzine,70.0,16880
Audi A1,Compact,19700.0,2.0,Automatic,Benzine,70.0,16880
Audi A1,Compact,6680.0,2.0,Automatic,Benzine,70.0,16880
Audi A1,Sedans,49100.0,3.0,Automatic,Benzine,92.0,16880
Audi A1,Compact,30348.0,3.0,Automatic,Benzine,92.0,16879
Audi A1,Compact,7680.0,2.0,Automatic,Diesel,66.0,16870
Audi A1,Sedans,36400.0,3.0,Automatic,Diesel,66.0,16850
Audi A1,Sedans,49800.0,3.0,Automatic,Benzine,92.0,16840
Audi A1,Compact,50200.0,3.0,Automatic,Benzine,92.0,16830
Audi A1,Sedans,47500.0,3.0,Automatic,Benzine,92.0,16876
Audi A1,Compact,24762.0,2.0,Automatic,Benzine,70.0,16820
Audi A1,Sedans,36236.0,3.0,Automatic,Benzine,70.0,16800
Audi A1,Compact,38831.0,3.0,Automatic,Benzine,92.0,16790
Audi A1,Sedans,18556.0,2.0,Automatic,Diesel,66.0,16780
Audi A1,Compact,36625.0,3.0,Automatic,Diesel,85.0,16530
Audi A1,Sedans,25000.0,3.0,Automatic,Benzine,92.0,16500
Audi A1,Sedans,36041.0,2.0,Automatic,Diesel,85.0,16500
Audi A1,Sedans,36500.0,3.0,Automatic,Diesel,85.0,16500
Audi A1,Sedans,25000.0,3.0,Automatic,Benzine,92.0,16500
Audi A1,Sedans,66000.0,3.0,Automatic,Diesel,85.0,16500
Audi A1,Sedans,90000.0,3.0,Automatic,Diesel,67.0,16490
Audi A1,Sedans,14000.0,3.0,Automatic,Benzine,70.0,16490
Audi A1,Sedans,16081.0,3.0,Automatic,Benzine,70.0,16490
Audi A1,Sedans,32863.0,3.0,Automatic,Benzine,92.0,16480
Audi A1,Sedans,54889.0,3.0,Automatic,Benzine,70.0,16480
Audi A1,Sedans,18392.0,3.0,Automatic,Benzine,70.0,16450
Audi A1,Compact,40800.0,3.0,Automatic,Benzine,92.0,16480
Audi A1,Compact,60490.0,3.0,Automatic,Diesel,66.0,16480
Audi A1,Compact,33142.0,3.0,Automatic,Benzine,70.0,16444
Audi A1,Compact,40500.0,3.0,Automatic,Benzine,92.0,16430
Audi A1,Sedans,13819.0,3.0,Automatic,Benzine,92.0,16443
Audi A1,Sedans,18800.0,3.0,Automatic,Diesel,66.0,17300
Audi A1,Sedans,40550.0,3.0,Automatic,Benzine,92.0,17240
Audi A1,Sedans,25000.0,3.0,Automatic,Benzine,70.0,17150
Audi A1,Sedans,46000.0,2.0,Automatic,Diesel,85.0,17000
Audi A1,Compact,31987.0,2.0,Automatic,Diesel,85.0,16999
Audi A1,Sedans,52800.0,3.0,Automatic,Benzine,110.0,16999
Audi A1,Sedans,57178.0,3.0,Automatic,Diesel,67.0,16995
Audi A1,Sedans,36500.0,2.0,Automatic,Diesel,85.0,16990
Audi A1,Sedans,14000.0,2.0,Automatic,Benzine,70.0,16990
Audi A1,Compact,59500.0,3.0,Automatic,Benzine,92.0,16980
Audi A1,Sedans,26861.0,3.0,Automatic,Diesel,85.0,16970
Audi A1,Compact,13200.0,1.0,Automatic,Benzine,70.0,16950
Audi A1,Compact,19177.0,2.0,Automatic,Benzine,70.0,16975
Audi A1,Compact,19044.0,2.0,Automatic,Benzine,70.0,16950
Audi A1,Compact,40500.0,3.0,Automatic,Benzine,70.0,16930
Audi A1,Sedans,33000.0,2.0,Automatic,Diesel,66.0,16900
Audi A1,Compact,21000.0,2.0,Automatic,Diesel,66.0,16900
Audi A1,Sedans,58033.0,3.0,Automatic,Diesel,85.0,16900
Audi A1,Sedans,32000.0,2.0,Automatic,Diesel,85.0,16900
Audi A1,Sedans,12500.0,3.0,Automatic,Benzine,70.0,17890
Audi A1,Sedans,36530.0,2.0,Automatic,Diesel,66.0,17890
Audi A1,Compact,5991.0,1.0,Automatic,Benzine,70.0,17880
Audi A1,Sedans,33306.0,2.0,Automatic,Benzine,70.0,17880
Audi A1,Compact,52896.0,3.0,Automatic,Benzine,92.0,17850
Audi A1,Sedans,32000.0,2.0,Automatic,Diesel,85.0,17750
Audi A1,Compact,9998.0,2.0,Automatic,Benzine,92.0,17820
Audi A1,Sedans,49198.0,3.0,Automatic,Diesel,67.0,17790
Audi A1,Sedans,28600.0,2.0,Automatic,Diesel,66.0,17777
Audi A1,Sedans,59000.0,2.0,Automatic,Benzine,92.0,17820
Audi A1,Sedans,10300.0,1.0,Automatic,Benzine,70.0,17770
Audi A1,Sedans,24550.0,2.0,Automatic,Benzine,70.0,17700
Audi A1,Sedans,26000.0,3.0,Automatic,Diesel,85.0,17700
Audi A1,Compact,40800.0,3.0,Automatic,Benzine,70.0,17700
Audi A1,Compact,24550.0,2.0,Automatic,Benzine,70.0,17700
Audi A1,Compact,7701.0,1.0,Automatic,Benzine,70.0,17660
Audi A1,Sedans,19500.0,2.0,Automatic,Benzine,92.0,17650
Audi A1,Sedans,45605.0,2.0,Automatic,Diesel,66.0,17650
Audi A1,Sedans,45200.0,3.0,Automatic,Benzine,92.0,17530
Audi A1,Sedans,22500.0,2.0,Automatic,Benzine,70.0,17500
Audi A1,Compact,44585.0,3.0,Automatic,Diesel,85.0,15420
Audi A1,Sedans,32750.0,3.0,Automatic,Benzine,70.0,15250
Audi A1,Sedans,61980.0,3.0,Automatic,Diesel,66.0,15250
Audi A1,Sedans,37500.0,2.0,Automatic,Benzine,70.0,15190
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,49600.0,3.0,Automatic,Diesel,66.0,15200
Audi A1,Compact,76275.0,3.0,Automatic,Diesel,85.0,15180
Audi A1,Sedans,46900.0,3.0,Automatic,Diesel,85.0,15380
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,10000.0,3.0,Automatic,Benzine,70.0,14250
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,49466.0,3.0,Automatic,Diesel,66.0,14450
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Compact,48800.0,3.0,Automatic,Benzine,70.0,14470
Audi A1,Sedans,94300.0,3.0,Automatic,Diesel,85.0,14350
Audi A1,Compact,18600.0,3.0,Automatic,Benzine,70.0,14210
Audi A1,Sedans,67278.0,3.0,Automatic,Diesel,66.0,14300
Audi A1,Sedans,69850.0,3.0,Automatic,Diesel,66.0,13892
Audi A1,Compact,46000.0,3.0,Automatic,Diesel,85.0,13990
Audi A1,Sedans,10000.0,3.0,Automatic,Benzine,70.0,13950
Audi A1,Sedans,108000.0,3.0,Automatic,Diesel,66.0,13900
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Compact,35367.0,3.0,Automatic,Benzine,70.0,14990
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,63668.0,3.0,Automatic,Diesel,85.0,15090
Audi A1,Sedans,78000.0,2.0,Automatic,Diesel,85.0,15000
Audi A1,Compact,137066.0,3.0,Automatic,Diesel,85.0,14998
Audi A1,Sedans,34000.0,3.0,Automatic,Diesel,85.0,14990
Audi A1,Compact,9600.0,2.0,Automatic,Benzine,70.0,14990
Audi A1,Compact,88800.0,3.0,Automatic,Diesel,66.0,13880
Audi A1,Sedans,59150.0,3.0,Automatic,Diesel,66.0,13500
Audi A1,Sedans,110375.0,3.0,Automatic,Diesel,66.0,13480
Audi A1,Sedans,26310.0,1.0,Automatic,Benzine,70.0,13450
Audi A1,Sedans,65000.0,3.0,Automatic,Benzine,70.0,13250
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Sedans,58380.0,3.0,Automatic,Diesel,66.0,13599
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Sedans,31100.0,3.0,Automatic,Diesel,85.0,15700
Audi A1,Sedans,79244.0,3.0,Automatic,Benzine,92.0,15680
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Sedans,58722.0,3.0,Automatic,Diesel,85.0,15750
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Sedans,11725.0,3.0,Automatic,Benzine,70.0,15660
Audi A1,Sedans,41600.0,3.0,Automatic,Diesel,85.0,15750
Audi A1,Sedans,56000.0,3.0,Automatic,Diesel,85.0,11000
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Sedans,60000.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Sedans,56967.0,3.0,Automatic,Benzine,70.0,14959
Audi A1,Compact,56967.0,3.0,Automatic,Benzine,70.0,14959
Audi A1,Compact,87300.0,3.0,Automatic,Benzine,92.0,14930
Audi A1,Sedans,86698.0,3.0,Automatic,Benzine,70.0,14930
Audi A1,Sedans,70000.0,3.0,Automatic,Diesel,66.0,14950
Audi A1,Sedans,87300.0,3.0,Automatic,Benzine,92.0,14930
Audi A1,Sedans,115900.0,2.0,Automatic,Diesel,85.0,14900
Audi A1,Compact,25000.0,3.0,Automatic,Benzine,70.0,14850
Audi A1,Compact,58718.0,3.0,Automatic,Diesel,85.0,14890
Audi A1,Compact,35730.0,3.0,Automatic,Benzine,92.0,14700
Audi A1,Sedans,83450.0,3.0,Automatic,Diesel,85.0,14640
Audi A1,Sedans,75000.0,3.0,Automatic,Diesel,66.0,14799
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Compact,49351.0,3.0,Automatic,Diesel,66.0,14990
Audi A1,Sedans,58525.0,3.0,Automatic,Benzine,70.0,16395
Audi A1,Sedans,37000.0,3.0,Automatic,Benzine,70.0,16250
